Unique ID,Agency Name,Bureau Name,Program Name,Category,Subcategory,Project Name,City,County,State,Funding Amount Excluding Loans,Funding Source,Program Type,Project on Map,Historic ID,GEO_ID,Total_Population,One_Race,White_Alone,Black_or_African_American_alone,American_Indian_and_Alaska_Native_alone,Asian_alone,Native_Hawaiian_and_Other_Pacific_Islander_alone,Some_Other_Race_alone,Population_of_two_or_more_races,Median_household_income
27070,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,salem,Essex,Massachusetts,76490.0,BIL,Both,N,A-7111,0600000US2500959105,44480,39793,31787,2251,137,1290,27,4301,4687,66428
41700,Department of Housing and Urban Development,"Office of Housing, Multifamily Housing, Office of Recapitalization",Green and Resilient Retrofit Program - Leading Edge Cohort,"Clean Energy, Buildings, and Manufacturing",Clean Buildings and Homes,Fairweather Apartments - Salem,salem,Essex,Massachusetts,7620000.0,IRA,Discretionary,Y,IRA-5881,0600000US2500959105,44480,39793,31787,2251,137,1290,27,4301,4687,66428
50427,Department of Transportation,DOT Office of the Secretary,Local and Regional Project Assistance Grants (RAISE),Transportation,"Roads, Bridges, and Major Projects",South Salem Commuter Rail Stop Project,salem,Essex,Massachusetts,2776000.0,BIL,Discretionary,N,,0600000US2500959105,44480,39793,31787,2251,137,1290,27,4301,4687,66428
3446,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Operation and Maintenance (No-Year),Transportation,Ports and Waterways,"Salem Harbor, MA",salem,Essex,Massachusetts,2950000.0,BIL,Discretionary,Y,P-3446,0600000US2500959105,44480,39793,31787,2251,137,1290,27,4301,4687,66428
6046,Department of Transportation,Maritime Administration,Port Infrastructure Development Program Grants,Transportation,Ports and Waterways,Salem Wind Port,salem,Essex,Massachusetts,33835953.0,BIL,Discretionary,Y,P-6216,0600000US2500959105,44480,39793,31787,2251,137,1290,27,4301,4687,66428
7987,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,"Salem, MA Safe Streets and Roads for All Action Plan",salem,Essex,Massachusetts,200000.0,BIL,Discretionary,Y,P-8204,0600000US2500959105,44480,39793,31787,2251,137,1290,27,4301,4687,66428
14752,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Major Rehabilitation for Rivers and Harbors,Transportation,Ports and Waterways,"SALEM HARBOR, MA",salem,Essex,Massachusetts,5000000.0,BIL,Discretionary,Y,P-15493,0600000US2500959105,44480,39793,31787,2251,137,1290,27,4301,4687,66428
48951,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,salem,Essex,Massachusetts,2600000.0,BIL,Discretionary,Y,,0600000US2500959105,44480,39793,31787,2251,137,1290,27,4301,4687,66428
ASST_NON_693JJ22330000Y800MA0034020_6925,Department of Transportation,Federal Highway Administration,"Promoting Resilient Operations for Transformative, Efficient, and Cost-Saving Transportation (PROTECT) - Formula",Resilience,Resilience,Salisbury- Reconstruction of Route 1 (Lafayette Road),salisbury,Essex,Massachusetts,5000000.0,BIL,Formula,USAspending,,0600000US2500959245,9236,8764,8429,61,22,140,2,110,472,81223
44974,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Saugus,saugus,Essex,Massachusetts,250000.0,BIL,Formula,Y,,0600000US2500960015,28619,26203,21888,1117,74,1429,6,1689,2416,88463
15585,Department of Homeland Security,Federal Emergency Management Agency,Building Resilient Infrastructure and Communities (Robert T Stafford Act Section 203(i)),Resilience,Resilience,Flood Damage Reduction in Scituate Harbor District,scituate,Plymouth,Massachusetts,71250.0,BIL,Formula,Y,P-16581,0600000US2502360330,19063,18280,17878,71,11,127,3,190,783,122241
14631,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Continuing Authorities Program (Under Flood Control Act And River And Harbor Act),Resilience,Resilience,"SCITUATE, MA (CAP SECTION 103)",scituate,Plymouth,Massachusetts,200000.0,BIL,Discretionary,Y,P-15372,0600000US2502360330,19063,18280,17878,71,11,127,3,190,783,122241
44979,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Aquarion Water Company – Sheffield,sheffield,Berkshire,Massachusetts,130400.0,BIL,Formula,Y,,0600000US2500361065,3327,3117,2987,26,17,13,0,74,210,68676
27071,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,shrewsbury,Worcester,Massachusetts,76290.0,BIL,Both,N,A-7112,0600000US2502761800,38325,35825,24559,942,53,9434,6,831,2500,108870
4207,Department of Agriculture,Natural Resources Conservation Service,Watershed Rehabilitation Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,Rawson Hill Brook Dam,shrewsbury,Worcester,Massachusetts,886698.0,BIL,Discretionary,Y,P-4210,0600000US2502761800,38325,35825,24559,942,53,9434,6,831,2500,108870
27072,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,somerville,Middlesex,Massachusetts,131920.0,BIL,Both,N,A-7113,0600000US2501762535,81045,72795,54388,4449,202,8614,27,5115,8250,102311
13720,Department of Energy,Fossil Energy and Carbon Management,Pre-Commercial Direct Air Capture Prize Competitions,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,Innovations in Carbon Dioxide Removal - NECEC Institute Inc. (Cleantech Open Northeast),somerville,Middlesex,Massachusetts,100000.0,BIL,Discretionary,Y,P-14325,0600000US2501762535,81045,72795,54388,4449,202,8614,27,5115,8250,102311
16584,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Somerville Bicycle Network Vision Safety Demonstration Project,somerville,Middlesex,Massachusetts,3984000.0,BIL,Discretionary,Y,P-17680,0600000US2501762535,81045,72795,54388,4449,202,8614,27,5115,8250,102311
7988,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,West Broadway Vision Zero Supplemental Action Plan,somerville,Middlesex,Massachusetts,116800.0,BIL,Discretionary,Y,P-8205,0600000US2501762535,81045,72795,54388,4449,202,8614,27,5115,8250,102311
1681,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Southbridge Municipal - 3B0,southbridge,Worcester,Massachusetts,159000.0,BIL,Both,Y,P-1681,0600000US2502763345,17740,15188,11379,500,103,325,8,2873,2552,52900
10264,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Southbridge Municipal - 3B0,southbridge,Worcester,Massachusetts,145000.0,BIL,Both,Y,P-10517,0600000US2502763345,17740,15188,11379,500,103,325,8,2873,2552,52900
20165,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Southbridge Municipal - 3B0,southbridge,Worcester,Massachusetts,144000.0,BIL,Both,Y,P-22277,0600000US2502763345,17740,15188,11379,500,103,325,8,2873,2552,52900
7997,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Safe Streets for All Action Plan Grant to Southbridge in Massachusetts,southbridge,Worcester,Massachusetts,60000.0,BIL,Discretionary,Y,P-8214,0600000US2502763345,17740,15188,11379,500,103,325,8,2873,2552,52900
38372,Department of Agriculture,Forest Service,Urban and Community Forestry Assistance Program,Parks and Conservation,Parks and Conservation,Implement an Urban and Community Forestry Program in the Town of Southbridge,southbridge,Worcester,Massachusetts,1000000.0,IRA,Both,Y,IRA-2520,0600000US2502763345,17740,15188,11379,500,103,325,8,2873,2552,52900
49548,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Cleanup Grants,spencer,Worcester,Massachusetts,500000.0,BIL,Discretionary,Y,,0600000US2502766105,11992,11191,10428,272,30,92,10,359,801,70265
15045,Federal Communications Commission,Federal Communications Commission,Affordable Connectivity Program - Outreach Grants,Broadband,Broadband,"National Competitive Outreach Program Round 1: Baystate Medical Center, Inc.",springfield,Hampden,Massachusetts,300000.0,BIL,Discretionary,Y,P-16025,0600000US2501367000,155929,133419,57260,32503,1411,4565,140,37540,22510,41571
49549,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Cleanup Grants,springfield,Hampden,Massachusetts,5000000.0,BIL,Discretionary,Y,,0600000US2501367000,155929,133419,57260,32503,1411,4565,140,37540,22510,41571
49550,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Cleanup Grants,springfield,Hampden,Massachusetts,1000000.0,BIL,Discretionary,Y,,0600000US2501367000,155929,133419,57260,32503,1411,4565,140,37540,22510,41571
,Environmental Protection Agency,Environmental Protection Agency,Community Change Grants,Resilience,Resilience,Springfield Community Change,springfield,Hampden,Massachusetts,20000000.0,IRA,Discretionary,,,0600000US2501367000,155929,133419,57260,32503,1411,4565,140,37540,22510,41571
27073,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,springfield,Hampden,Massachusetts,197920.0,BIL,Both,N,A-7114,0600000US2501367000,155929,133419,57260,32503,1411,4565,140,37540,22510,41571
7989,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Implementation Application - Springfield Citywide Safety Improvements for Intersections and Corridors throughout the City,springfield,Hampden,Massachusetts,15012800.0,BIL,Discretionary,Y,P-8206,0600000US2501367000,155929,133419,57260,32503,1411,4565,140,37540,22510,41571
16587,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,SSFA Planning and Demonstration Grant for a Regional Safety Action Plan and Demonstration Project for the Pioneer Valley region of Western Massachusetts.,springfield,Hampden,Massachusetts,1000000.0,BIL,Discretionary,Y,P-17683,0600000US2501367000,155929,133419,57260,32503,1411,4565,140,37540,22510,41571
38371,Department of Agriculture,Forest Service,Urban and Community Forestry Assistance Program,Parks and Conservation,Parks and Conservation,"Springfield ""Speaks for the Trees"" Revitalizing Urban Tree Canopy in Underserved Communities",springfield,Hampden,Massachusetts,6000000.0,IRA,Both,Y,IRA-2519,0600000US2501367000,155929,133419,57260,32503,1411,4565,140,37540,22510,41571
18481,Department of Energy,Energy Efficiency and Renewable Energy,Section 243 Hydroelectric Efficiency Improvement Incentives (Sec 40332),"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,Hydroelectric Efficiency Improvement Incentives - Massachusetts,springfield,Hampden,Massachusetts,5000000.0,BIL,Discretionary,N,P-20432,0600000US2501367000,155929,133419,57260,32503,1411,4565,140,37540,22510,41571
14368,Department of Energy,Energy Efficiency and Renewable Energy,Hydroelectric Production Incentives,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,Hydroelectric Production Incentives - Glendale Hydroelectric Project,stockbridge,Berkshire,Massachusetts,77958.0,BIL,Discretionary,Y,P-15082,0600000US2500367595,2018,1937,1864,26,4,14,0,29,81,62292
18467,Department of Energy,Energy Efficiency and Renewable Energy,Section 243 Hydroelectric Efficiency Improvement Incentives (Sec 40332),"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,Hydroelectric Efficiency Improvement Incentives - Massachusetts,stockbridge,Hampden,Massachusetts,117000.0,BIL,Discretionary,N,P-20418,0600000US2500367595,2018,1937,1864,26,4,14,0,29,81,62292
3440,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Operation and Maintenance (No-Year),Transportation,Ports and Waterways,"East Brimfield Lake, MA",sturbridge,Worcester,Massachusetts,100000.0,BIL,Discretionary,Y,P-3440,0600000US2502768155,9867,9278,8750,140,17,202,13,156,589,93175
15590,Department of Homeland Security,Federal Emergency Management Agency,Building Resilient Infrastructure and Communities (Robert T Stafford Act Section 203(i)),Resilience,Resilience,Swansea Hailes Hill Road Culvert Upgrade Project Scoping,swansea,Bristol,Massachusetts,31500.0,BIL,Formula,Y,P-16586,0600000US2500568750,17144,16327,15883,104,15,171,2,152,817,95945
1683,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Taunton Municipal - King Field - TAN,taunton,Bristol,Massachusetts,159000.0,BIL,Both,Y,P-1683,0600000US2500569170,59408,53428,44376,5179,160,739,30,2944,5980,63433
10266,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Taunton Municipal ‐ King Field - TAN,taunton,Bristol,Massachusetts,145000.0,BIL,Both,Y,P-10519,0600000US2500569170,59408,53428,44376,5179,160,739,30,2944,5980,63433
20167,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Taunton Municipal ‐ King Field - TAN,taunton,Bristol,Massachusetts,144000.0,BIL,Both,Y,P-22279,0600000US2500569170,59408,53428,44376,5179,160,739,30,2944,5980,63433
27074,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,taunton,Bristol,Massachusetts,119000.0,BIL,Both,N,A-7115,0600000US2500569170,59408,53428,44376,5179,160,739,30,2944,5980,63433
CONT_AWD_6973GH24F00143_6920_6973GH22D00014_6920,Department of Transportation,Federal Aviation Administration,Facilities and Equipment,Transportation,Airports and Federal Aviation Administration Facilities,"BIL: Conduct Installation of Propane Fst Per Attached Sow, Approved Design Drawings, and Baseline Cost Proposal at Gardner, MA (Gdm) Vor Jcn: 22007637",templeton,Worcester,Massachusetts,147349.7,BIL,Discretionary,USAspending,,0600000US2502769275,8149,7745,7474,107,6,45,6,107,404,82483
18791,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Tisbury,tisbury,Dukes,Massachusetts,217025.0,BIL,Formula,Y,P-20747,0600000US2500769940,4815,4107,3603,203,24,49,0,228,708,52711
44976,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Uxbridge,uxbridge,Worcester,Massachusetts,171700.0,BIL,Formula,Y,,0600000US2502771620,14162,13399,12875,115,29,169,5,206,763,109718
3981,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Inland Flood Risk Management Projects,Resilience,Resilience,"West Hill Dam, MA",uxbridge,Worcester,Massachusetts,35000.0,BIL,Discretionary,Y,P-3983,0600000US2502771620,14162,13399,12875,115,29,169,5,206,763,109718
3448,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Operation and Maintenance (No-Year),Transportation,Ports and Waterways,"West Hill Dam, MA",uxbridge,Worcester,Massachusetts,30000.0,BIL,Discretionary,Y,P-3448,0600000US2502771620,14162,13399,12875,115,29,169,5,206,763,109718
8933,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Transportation,Safety,Natural Gas Distribution Infrastructure Grant: Wakefield Municipal Gas & Light Department,wakefield,Middlesex,Massachusetts,1275059.0,BIL,Discretionary,Y,P-9186,0600000US2501772215,27090,25563,23441,424,40,1146,4,508,1527,103696
27075,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,waltham,Middlesex,Massachusetts,129590.0,BIL,Both,N,A-7116,0600000US2501772600,65218,60476,40672,4556,344,7947,21,6936,4742,95851
12508,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Former Ware Manufactured Gas Plant Brownfield Cleanup Grant,ware,Hampshire,Massachusetts,500000.0,BIL,Discretionary,Y,P-13026,0600000US2501572880,10066,9252,8762,145,43,71,10,221,814,56598
7998,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Ware SS4A Action Plan Development Project,ware,Hampshire,Massachusetts,40500.0,BIL,Discretionary,Y,P-8215,0600000US2501572880,10066,9252,8762,145,43,71,10,221,814,56598
3447,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Operation and Maintenance (No-Year),Transportation,Ports and Waterways,"Wareham Harbor, MA",wareham,Plymouth,Massachusetts,4890000.0,BIL,Discretionary,Y,P-3447,0600000US2502372985,23303,21014,19296,575,112,210,3,818,2289,66695
47005,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,Rural Energy for America Program (REAP) - SHARROCK'S BAKERY INC,wareham,Plymouth,Massachusetts,128369.0,IRA,Discretionary,Y,,0600000US2502372985,23303,21014,19296,575,112,210,3,818,2289,66695
27076,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,watertown,Middlesex,Massachusetts,76220.0,BIL,Both,N,A-7117,0600000US2501773440,35329,32530,26366,1261,70,3377,2,1454,2799,100434
,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Watertown Safe Streets Initiative,watertown,Middlesex,Massachusetts,806192.0,BIL,Discretionary,Y,P-8206,0600000US2501773440,35329,32530,26366,1261,70,3377,2,1454,2799,100434
38370,Department of Agriculture,Forest Service,Urban and Community Forestry Assistance Program,Parks and Conservation,Parks and Conservation,"Tree Planting in the City of Watertown, Massachusetts",watertown,Middlesex,Massachusetts,100000.0,IRA,Both,Y,IRA-2518,0600000US2501773440,35329,32530,26366,1261,70,3377,2,1454,2799,100434
41229,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program, Renewable Energy Systems and Energy Efficiency Improvement Support",wendell,Franklin,Massachusetts,139560.0,IRA,Discretionary,Y,IRA-5410,0600000US2501174525,924,846,813,13,0,8,0,12,78,63646
18797,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,West Bridgewater,west bridgewater,Plymouth,Massachusetts,43350.0,BIL,Formula,Y,P-20753,0600000US2502375260,7707,7213,6739,250,12,84,1,127,494,105377
6027,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Lower Pioneer Valley Educational Collaborative,west springfield,Hampden,Massachusetts,9875000.0,BIL,Discretionary,Y,P-6189,0600000US2501377890,28835,26369,21568,1193,71,1845,12,1680,2466,54516
27077,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,westfield,Hampden,Massachusetts,76430.0,BIL,Both,N,A-7118,0600000US2501376030,40834,37999,34497,828,110,953,13,1598,2835,74456
8932,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Transportation,Safety,Natural Gas Distribution Infrastructure Grant: Westfield Gas and Electric Light Dept.,westfield,Hampden,Massachusetts,10000000.0,BIL,Discretionary,Y,P-9185,0600000US2501376030,40834,37999,34497,828,110,953,13,1598,2835,74456
16585,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,SS4A Planning and Demonstration Grant for the Westfield,westfield,Hampden,Massachusetts,200000.0,BIL,Discretionary,Y,P-17681,0600000US2501376030,40834,37999,34497,828,110,953,13,1598,2835,74456
44863,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Transportation,Safety,Westfield Gas and Electric Light Dept. (City of Westfield),westfield,Hampden,Massachusetts,3760405.0,BIL,Discretionary,Y,,0600000US2501376030,40834,37999,34497,828,110,953,13,1598,2835,74456
44862,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Transportation,Safety,Westfield Gas and Electric Light Dept. (City of Westfield),westfield,Hampden,Massachusetts,3579535.0,BIL,Discretionary,Y,,0600000US2501376030,40834,37999,34497,828,110,953,13,1598,2835,74456
12509,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Westford Anodizing Facility Brownfield Cleanup Grant,westford,Middlesex,Massachusetts,500000.0,BIL,Discretionary,Y,P-13027,0600000US2501776135,24643,23402,17664,230,30,5279,3,196,1241,149437
14361,Department of Energy,Energy Efficiency and Renewable Energy,Hydroelectric Production Incentives,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,"Hydroelectric Production Incentives - Chicopee Valley Aqueduct Fish Hatchery
Pipeline Project ",weston,Middlesex,Massachusetts,23266.0,BIL,Discretionary,Y,P-15075,0600000US2501777255,11851,11212,8906,251,14,1892,3,146,639,206250
46650,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,Rural Energy for America Program (REAP) - LAND'S SAKE INC,weston,Middlesex,Massachusetts,99980.0,IRA,Discretionary,Y,,0600000US2501777255,11851,11212,8906,251,14,1892,3,146,639,206250
14693,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Continuing Authorities Program (Under Flood Control Act And River And Harbor Act),Resilience,Resilience,"HIX BRIDGE SALT MARSH RESTORATION, WESTPORT, MA",westport,Bristol,Massachusetts,200000.0,BIL,Discretionary,Y,P-15434,0600000US2500577570,16339,15762,15376,87,26,119,6,148,577,75455
7999,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Weymouth Vision Zero Safety Action Plan,weymouth,Norfolk,Massachusetts,336000.0,BIL,Discretionary,Y,P-8216,0600000US2502178972,57437,53589,44958,2789,107,4006,13,1716,3848,85536
27078,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,weymouth,Norfolk,Massachusetts,117020.0,BIL,Both,N,A-7119,0600000US2502178972,57437,53589,44958,2789,107,4006,13,1716,3848,85536
41228,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program, Renewable Energy Systems and Energy Efficiency Improvement Support",williamsburg,Hampshire,Massachusetts,99063.0,IRA,Discretionary,Y,IRA-5409,0600000US2501579915,2504,2364,2293,24,6,16,0,25,140,83750
44981,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Williamstown,williamstown,Berkshire,Massachusetts,119000.0,BIL,Formula,Y,,0600000US2500379985,7513,6993,6047,262,12,500,0,172,520,91528
42150,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"DEMAYO, LISA",williamstown,Berkshire,Massachusetts,68038.0,IRA,Discretionary,Y,IRA-6333,0600000US2500379985,7513,6993,6047,262,12,500,0,172,520,91528
27079,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,woburn,Middlesex,Massachusetts,76570.0,BIL,Both,N,A-7120,0600000US2501781035,40876,37726,30264,2232,68,3469,7,1686,3150,92084
247,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Worcester Regional - ORH,worcester,Worcester,Massachusetts,1332693.0,BIL,Both,Y,P-247,0600000US2502782000,206518,183097,110158,30485,1019,14688,81,26666,23421,51647
10269,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Worcester Regional - ORH,worcester,Worcester,Massachusetts,1331939.0,BIL,Both,Y,P-10522,0600000US2502782000,206518,183097,110158,30485,1019,14688,81,26666,23421,51647
20170,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Worcester Regional - ORH,worcester,Worcester,Massachusetts,1324345.0,BIL,Both,Y,P-22282,0600000US2502782000,206518,183097,110158,30485,1019,14688,81,26666,23421,51647
49509,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Revolving Loan Fund (RLF) Grant Program,worcester,Worcester,Massachusetts,3500000.0,BIL,Discretionary,Y,,0600000US2502782000,206518,183097,110158,30485,1019,14688,81,26666,23421,51647
12511,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Community-wide Brownfield RLF Supp Grant,worcester,Worcester,Massachusetts,2700000.0,BIL,Discretionary,Y,P-13029,0600000US2502782000,206518,183097,110158,30485,1019,14688,81,26666,23421,51647
12507,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,400 Block property Brownfield Cleanup Grant,worcester,Worcester,Massachusetts,2000000.0,BIL,Discretionary,Y,P-13025,0600000US2502782000,206518,183097,110158,30485,1019,14688,81,26666,23421,51647
27080,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,worcester,Worcester,Massachusetts,232230.0,BIL,Both,N,A-7121,0600000US2502782000,206518,183097,110158,30485,1019,14688,81,26666,23421,51647
CONT_AWD_6973GH22F01716_6920_6973GH22D00016_6920,Department of Transportation,Federal Aviation Administration,Facilities and Equipment,Transportation,Airports and Federal Aviation Administration Facilities,"BIL Funding For EG Installation at Worcester, MA (Orh) Atct Jcn:22005470",worcester,Worcester,Massachusetts,669667.46,BIL,Discretionary,USAspending,,0600000US2502782000,206518,183097,110158,30485,1019,14688,81,26666,23421,51647
42861,Department of Housing and Urban Development,"Office of Housing, Multifamily Housing, Office of Recapitalization",Green and Resilient Retrofit Program - Comprehensive Cohort,"Clean Energy, Buildings, and Manufacturing",Clean Buildings and Homes,Colony Retirement Homes III,worcester,Worcester,Massachusetts,8000000.0,IRA,Discretionary,Y,IRA-7040,0600000US2502782000,206518,183097,110158,30485,1019,14688,81,26666,23421,51647
7990,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Roadway Safety Action Plan Development,worcester,Worcester,Massachusetts,200000.0,BIL,Discretionary,Y,P-8207,0600000US2502782000,206518,183097,110158,30485,1019,14688,81,26666,23421,51647
37657,Environmental Protection Agency,Office of Air and Radiation,Climate Pollution Reduction Grants: Planning Grants,Environmental Remediation,Environmental Remediation,Central Massachusetts Regional Planning Council,worcester,Worcester,Massachusetts,1000000.0,IRA,Formula,Y,IRA-737,0600000US2502782000,206518,183097,110158,30485,1019,14688,81,26666,23421,51647
16575,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Central Mass Safe Streets for All Action Plan and Worcester Main South Demonstration Project,worcester,Worcester,Massachusetts,480000.0,BIL,Discretionary,N,P-17671,0600000US2502782000,206518,183097,110158,30485,1019,14688,81,26666,23421,51647
